_ID_;_CATEGORY_;_NAME_;_MODEL_;_SKU_
6805;"Спецодежда, обувь и средства защиты|Перчатки|Перчатки нитриловые|Перчатки нитриловые голубые и фиолетовые
Спецодежда, обувь и средства защиты";"Перчатки нитриловые одноразовые Optiline, голубые, размер XL, 200 штук в упаковке";;27-8020
6806;"Спецодежда, обувь и средства защиты|Перчатки|Рукавицы
Спецодежда, обувь и средства защиты";"Рукавицы утепленные";;27-9108
6807;"Спецодежда, обувь и средства защиты|Перчатки|Перчатки специального назначения
Спецодежда, обувь и средства защиты";"Перчатки Манипула Союз (латекс/неопрен 0,70мм) р-р M";;27-9109
6808;"Принадлежности для касс и торговли|Термолента для электронных весов и термопринтеров|Термоэтикетка
Принадлежности для касс и торговли";"Термоэтикетка Fasson Термо ЭКО, 58х30 мм, 900 штук в рулоне без печати 50 рулонов в коробке";;29-0028
6809;"Принадлежности для касс и торговли|Термолента для электронных весов и термопринтеров|Термоэтикетка
Принадлежности для касс и торговли";"Термоэтикетка Fasson Термо ЭКО, 58х40 мм, 700 штук без печати";;29-0033
6810;"Принадлежности для касс и торговли|Термолента для электронных весов и термопринтеров|Термоэтикетка
Принадлежности для касс и торговли";"Термоэтикетка Fasson Термо ТОП 58х40 мм 700 штук в рулоне без печати";;29-0036
6811;"Принадлежности для касс и торговли|Термолента для электронных весов и термопринтеров|Термоэтикетка
Принадлежности для касс и торговли";"Термоэтикетка Fasson Термо ТОП, 58х40 мм, 700 штук препринт чек";;29-0037
6812;"Принадлежности для касс и торговли|Термолента для электронных весов и термопринтеров|Термоэтикетка
Принадлежности для касс и торговли";"Термоэтикетка Fasson Термо ЭКО 58х40 мм 700 штук в рулоне препринт чек";;29-0039
6813;"Принадлежности для касс и торговли|Термолента для электронных весов и термопринтеров|Термоэтикетка
Принадлежности для касс и торговли";"Термоэтикетка Fasson Термо ЭКО, 58х60 мм, 500 штук без печати";;29-0041
6814;"Принадлежности для касс и торговли|Термолента для электронных весов и термопринтеров|Термоэтикетка
Принадлежности для касс и торговли";"Термоэтикетка Fasson Термо ТОП, 58х60 мм, 500 штук без печати";;29-0043
6815;"Принадлежности для касс и торговли|Термолента для электронных весов и термопринтеров|Термоэтикетка
Принадлежности для касс и торговли";"Термоэтикетка Fasson Термо ЭКО, 30х20 мм, 2000 штук в рулоне без печати 64 рулона в коробке";;29-0057
6816;"Принадлежности для касс и торговли|Cчётчики и детекторы валют|Лампы для детекторов
Принадлежности для касс и торговли";"Лампа Dors ультрафиолетовая 4 Вт 135 мм";;30-0020
6817;"Принадлежности для касс и торговли|Cчётчики и детекторы валют|Лампы для детекторов
Принадлежности для касс и торговли";"Лампа Dors ультрафиолетовая 6 Вт 212 мм";;30-0021
6818;"Принадлежности для касс и торговли|Складская техника, тележки и комплектующие
Принадлежности для касс и торговли";"Колесо для тележки FC 160 неповоротное 160 мм без тормоза";;30-0116
6819;"Принадлежности для касс и торговли|Складская техника, тележки и комплектующие
Принадлежности для касс и торговли";"Колесо для тележки  SC160 поворотное без тормоза 160 мм";;30-0117
6820;"Принадлежности для касс и торговли|Ценники и ценникодержатели|Ценникодержатели
Принадлежности для касс и торговли";"Ценникодержатель на прищепке универсальный с широким зажимом на ножке";;30-0142
6821;"Принадлежности для касс и торговли|Ценники и ценникодержатели|Дели-системы и тейбл-тенты
Принадлежности для касс и торговли";"Дели-система с иголкой, прозрачная";;30-0143
6822;"Принадлежности для касс и торговли|Ценники и ценникодержатели|Дели-системы и тейбл-тенты
Принадлежности для касс и торговли";"Дели-система зажим для ценника с изменением угла наклона, прозрачный, в упаковке 20 штук";;30-0144
6823;"Принадлежности для касс и торговли|Маркировочная продукция|Игловые пистолеты и расходные материалы
Принадлежности для касс и торговли";"Игловой пистолет SF-09 со стандартной иглой R(S)";;30-0164
6824;"Принадлежности для касс и торговли|Опечатывающие устройства
Принадлежности для касс и торговли";"Опечатывающее устройство флажкового типа, латунь";;30-0177
6825;"Принадлежности для касс и торговли|Ценники и ценникодержатели|Меловые таблички
Принадлежности для касс и торговли";"Табличка для нанесения надписей меловым маркером А8, черная *10/20";;30-0189
6826;"Принадлежности для касс и торговли|Маркировочная продукция|Игловые пистолеты и расходные материалы
Принадлежности для касс и торговли";"Игловой пистолет SF-09 с тонкой иглой F";;30-0282
6827;"Принадлежности для касс и торговли|Маркировочная продукция|Этикет-ленты
Принадлежности для касс и торговли";"Этикет-лента 30х20 Цена зеленая 200 штук в рулоне";;30-0309
6828;"Принадлежности для касс и торговли|Маркировочная продукция|Этикет-ленты
Принадлежности для касс и торговли";"Этикет-лента 26х16 оранжевая прямая 800 штук в рулоне";;30-0333
6829;"Принадлежности для касс и торговли|Кассовые ленты|Кассовая лента термо|Кассовая лента ширина 57 мм
Принадлежности для касс и торговли";"Кассовая лента термо, 57 мм х 40 м, диаметр втулки 12 мм, 18 рулонов в спайке";;30-0334
6830;"Принадлежности для касс и торговли|Кассовые ленты|Кассовая лента термо|Кассовая лента ширина 80 мм
Принадлежности для касс и торговли";"Кассовая лента термо, 80 мм х 80 м, диаметр втулки 12 мм, 6 рулонов в спайке";;30-0335
6831;"Принадлежности для касс и торговли|Кассовые ленты|Кассовая лента термо|Кассовая лента ширина 80 мм
Принадлежности для касс и торговли";"Кассовая лента термо, 80 мм х 60 м, диаметр втулки 12 мм, 8 рулонов в спайке";;30-0336
6832;"Принадлежности для касс и торговли|Кассовые ленты|Кассовая лента термо|Кассовая лента ширина 57 мм
Принадлежности для касс и торговли";"Кассовая лента термо, 57 мм х 30 м, диаметр втулки 12 мм, 12 рулонов в спайке";;30-0338
6833;"Принадлежности для касс и торговли|Кассовые ленты|Кассовая лента термо|Кассовая лента ширина 80 мм
Принадлежности для касс и торговли";"Кассовая лента термо, 80 мм х 55 м, диаметр втулки 12 мм, 12 рулонов в спайке";;30-0340
6834;"Принадлежности для касс и торговли|Маркировочная продукция|Этикет-ленты
Принадлежности для касс и торговли";"Этикет-лента 22х12 белая волна 800 штук в рулоне";;30-0343
6835;"Принадлежности для касс и торговли|Кассовые ленты|Кассовая лента термо|Кассовая лента ширина 80 мм
Принадлежности для касс и торговли";"Кассовая лента термо, 80 мм х 45 м, диаметр втулки 12 мм, 12 рулонов в спайке";;30-0375
6836;"Принадлежности для касс и торговли|Кассовые ленты|Кассовая лента термо|Кассовая лента ширина 80 мм
Принадлежности для касс и торговли";"Чековая лента из термобумаги 80 мм (намотка 150 м, втулка 26 мм)";;30-0382
6837;"Принадлежности для касс и торговли|Кассовые ленты|Кассовая лента термо|Кассовая лента ширина 57 мм
Принадлежности для касс и торговли";"Кассовая лента термо, 57 мм х 30 м, диаметр втулки 12 мм, 12 рулонов в спайке";;30-0387
6838;"Принадлежности для касс и торговли|Журналы и бланки|Журналы по охране труда и пожарной безопасности
Принадлежности для касс и торговли";"Журнал по пожарной безопасности, 50 листов, А4, спираль";;30-0389
6839;"Принадлежности для касс и торговли|Проволока, нити для прошивки
Принадлежности для касс и торговли";"Игла для прошивки цыганская 100 мм, 3 штуки в упаковке";;30-0440
6840;"Принадлежности для касс и торговли|Вакуумные и сейф- пакеты
Принадлежности для касс и торговли";"Сейф-пакет номерной А5 162х245+30мм 60мкм 1000 штук в упаковке";;30-0441
6841;"Принадлежности для касс и торговли|Вакуумные и сейф- пакеты
Принадлежности для касс и торговли";"Сейф-пакет номерной А4 243х320+40мм 60мкм 500 штук в упаковке";;30-0442
6842;"Принадлежности для касс и торговли|Маркировочная продукция|Этикет-пистолеты
Принадлежности для касс и торговли";"Этикет-пистолет MOTEX МХ - 2616 2строч.(для 26х16)";;30-0538
6843;"Принадлежности для касс и торговли|Складская техника, тележки и комплектующие
Принадлежности для касс и торговли";"Колесо для тележки  SC125 поворотное без тормоза 125 мм";;30-0544
6844;"Принадлежности для касс и торговли|Журналы и бланки|Журналы и бланки по делопроизводству, кадровой работе и бухгалтерскому учёту
Принадлежности для касс и торговли";"Препроводительная ведомость к сумке, А5, офсет, 99 листов, 60 штук в упаковке";;30-0548
6845;"Принадлежности для касс и торговли|Складская техника, тележки и комплектующие
Принадлежности для касс и торговли";"Колесо для тележки FC 200 неповоротное, 200 мм";;30-0625
6846;"Принадлежности для касс и торговли|Опечатывающие устройства
Принадлежности для касс и торговли";"Опечатывающие устройства штокового типа, латунь";;30-0678
6847;"Принадлежности для касс и торговли|Ценники и ценникодержатели|Ценникодержатели
Принадлежности для касс и торговли";"Ценникодержатель на прищепке универсальный, с широким зажимом на ножке, прозрачный";;30-0692
6848;"Принадлежности для касс и торговли|Кассовые ленты|Кассовая лента термо
Принадлежности для касс и торговли";"Чековая лента из термобумаги, 110 мм, намотка 140 м, втулка 26 мм, 5 штук в упаковке";;30-0704
6849;"Принадлежности для касс и торговли|Cчётчики и детекторы валют|Детекторы валют и ценных бумаг
Принадлежности для касс и торговли";"Детектор валют DORS 210 Compact автоматический *1";;30-0713
6850;"Принадлежности для касс и торговли|Журналы и бланки|Журналы и бланки по делопроизводству, кадровой работе и бухгалтерскому учёту
Принадлежности для касс и торговли";"Накладная 19 строк, А5, 100 листов, газетная бумага";;30-0731
6851;"Принадлежности для касс и торговли|Журналы и бланки|Журналы и бланки по делопроизводству, кадровой работе и бухгалтерскому учёту
Принадлежности для касс и торговли";"Приходный кассовый ордер, А5, 100 листов, газетная бумага, 45г/м";;30-0732
6852;"Принадлежности для касс и торговли|Журналы и бланки|Журналы и бланки для организации пищевого производства, предприятий общественного питания
Принадлежности для касс и торговли";"Ресторанный счет 1/3 А4 100 л, 2-х слойный, самокопирующийся, 60 г/м, склейка *30";;30-0734
6853;"Принадлежности для касс и торговли|Средства пожарной безопасности
Принадлежности для касс и торговли";"Огнетушитель порошковый  ОП-8 АВСЕ *4";;30-0755
6854;"Принадлежности для касс и торговли|Кассовые ленты|Кассовая лента термо|Кассовая лента ширина 37-44 мм
Принадлежности для касс и торговли";"Чековая лента из термобумаги 37 мм (намотка 25 м, втулка 12 мм, 15 штук в упаковке)";;30-0809
6855;"Принадлежности для касс и торговли|Журналы и бланки|Журналы по охране труда и пожарной безопасности
Принадлежности для касс и торговли";"Журнал регистрации вводного инструктажа по охране труда А4, скрепка, 48 стр., 48 гр. газетка";;30-0812
6856;"Принадлежности для касс и торговли|Журналы и бланки|Журналы и бланки по делопроизводству, кадровой работе и бухгалтерскому учёту
Принадлежности для касс и торговли";"Книга учета движения трудовых книжек и вкладышей в них, А4, 48 листов, скрепка, газетная бумага";;30-0813
6857;"Принадлежности для касс и торговли|Журналы и бланки|Журналы и бланки для предприятий оптовой и розничной торговли
Принадлежности для касс и торговли";"Книга жалоб и предложений, А5, 48 страниц, газетная бумага";;30-0814
6858;"Принадлежности для касс и торговли|Журналы и бланки|Журналы по охране труда и пожарной безопасности
Принадлежности для касс и торговли";"Журнал учета присвоения группы 1 по электробезопасности, 48 страниц, А4, скрепка, газетная бумага";;30-0817
6859;"Принадлежности для касс и торговли|Журналы и бланки|Журналы по охране труда и пожарной безопасности
Принадлежности для касс и торговли";"Журнал учета огнетушителей, 48 страниц, А4, скрепка, газетная бумага";;30-0822
6860;"Принадлежности для касс и торговли|Сейфы и кэшбоксы
Принадлежности для касс и торговли";"Кэшбокс переносной 90х200х160 мм";;30-0841
6861;"Принадлежности для касс и торговли|Cчётчики и детекторы валют|Лампы для детекторов
Принадлежности для касс и торговли";"Лампа PRO ультрафиолетовая 6 Вт 212 мм";;30-0847
6862;"Принадлежности для касс и торговли|Cчётчики и детекторы валют|Лампы для детекторов
Принадлежности для касс и торговли";"Лампа PRO ультрафиолетовая 4 Вт 135 мм";;30-0848
6863;"Принадлежности для касс и торговли|Cчётчики и детекторы валют|Счётчики банкнот
Принадлежности для касс и торговли";"Счётчик банкнот Dors CT1015 компактный";;30-0850
6864;"Принадлежности для касс и торговли|Cчётчики и детекторы валют|Детекторы валют и ценных бумаг
Принадлежности для касс и торговли";"Детектор банкнот DORS 50 просмотровый";;30-0851
6865;"Принадлежности для касс и торговли|Журналы и бланки|Журналы и бланки для организации пищевого производства, предприятий общественного питания
Принадлежности для касс и торговли";"Журнал бракеражный, А4, 48 страниц, газетная бумага";;30-0857
6866;"Принадлежности для касс и торговли|Журналы и бланки|Журналы по охране труда и пожарной безопасности
Принадлежности для касс и торговли";"Журнал здоровья А4, скрепка, 48 стр., 48 гр., газетка";;30-0858
6867;"Принадлежности для касс и торговли|Журналы и бланки|Журналы и бланки для организации пищевого производства, предприятий общественного питания
Принадлежности для касс и торговли";"Журнал осмотра рук и открытых частей тела на наличие гнойничковых заболеваний, А4, скрепка, 48 стр, 48 г, газетка";;30-0874
6868;"Принадлежности для касс и торговли|Журналы и бланки|Журналы по охране труда и пожарной безопасности
Принадлежности для касс и торговли";"Журнал регистрации вводного инструктажа по охране труда А4, скрепка, 48 стр., 48 гр. газетка";;30-0902
6869;"Принадлежности для касс и торговли|Журналы и бланки|Журналы по охране труда и пожарной безопасности
Принадлежности для касс и торговли";"Журнал регистрации инструктажа на рабочем месте, 48 страниц, А4, скрепка, газетная бумага";;30-0903
6870;"Принадлежности для касс и торговли|Шкафы, пеналы для ключей
Принадлежности для касс и торговли";"Шкаф для ключей Durable Key Box";;30-0914
6871;"Принадлежности для касс и торговли|Аптечки
Принадлежности для касс и торговли";"Аптечка настенная Durable First Aid Box 302x280x118 мм cеребристый, 2 лотка";;30-0915
6872;"Принадлежности для касс и торговли|Аптечки
Принадлежности для касс и торговли";"Аптечка настенная Durable First Aid Box 302x400x118 мм серебристый, 3 лотка";;30-0918
6873;"Принадлежности для касс и торговли|Маркировочная продукция|Этикет-ленты
Принадлежности для касс и торговли";"Этикет-лента MHK 21,5х12 белая с красной полосой прямая 800 этикеток *150";;30-0931
6874;"Принадлежности для касс и торговли|Упаковка для денег|Кольца бандерольные
Принадлежности для касс и торговли";"Кольцо бандерольное без номинала, 500 шт/упак";;30-0968
6875;"Принадлежности для касс и торговли|Упаковка для денег|Кольца бандерольные
Принадлежности для касс и торговли";"Кольцо бандерольное номинал 50 долларов, 500 штук в упаковке";;30-0969
6876;"Принадлежности для касс и торговли|Упаковка для денег|Кольца бандерольные
Принадлежности для касс и торговли";"Кольцо бандерольное номинал 100 евро, 500 штук в упаковке";;30-0970
6877;"Принадлежности для касс и торговли|Упаковка для денег|Накладки
Принадлежности для касс и торговли";"Накладка для упаковки денег ""200 рублей"", 1000 штук в упаковке";;30-0973
6878;"Принадлежности для касс и торговли|Упаковка для денег|Накладки
Принадлежности для касс и торговли";"Накладка для упаковки денег ""2000 рублей"", 1000 штук в упаковке";;30-0974
6879;"Принадлежности для касс и торговли|Упаковка для денег|Кольца бандерольные
Принадлежности для касс и торговли";"Кольцо бандерольное номинал 200 евро, 500 штук в упаковке";;30-0975
6880;"Принадлежности для касс и торговли|Упаковка для денег|Кольца бандерольные
Принадлежности для касс и торговли";"Кольцо бандерольное номинал 500 евро, 500 штук в упаковке";;30-0976
6881;"Принадлежности для касс и торговли|Упаковка для денег|Кольца бандерольные
Принадлежности для касс и торговли";"Кольцо бандерольное номинал 10 евро, 500 штук в упаковке";;30-0977
6882;"Принадлежности для касс и торговли|Упаковка для денег|Кольца бандерольные
Принадлежности для касс и торговли";"Кольцо бандерольное номинал 20 евро, 500 штук в упаковке";;30-0978
6883;"Принадлежности для касс и торговли|Упаковка для денег|Кольца бандерольные
Принадлежности для касс и торговли";"Кольцо бандерольное номинал 5 евро, 500 штук в упаковке";;30-0979
6884;"Принадлежности для касс и торговли|Упаковка для денег|Кольца бандерольные
Принадлежности для касс и торговли";"Кольцо бандерольное номинал 50 евро, 500 штук в упаковке";;30-0980
6885;"Принадлежности для касс и торговли|Упаковка для денег|Кольца бандерольные
Принадлежности для касс и торговли";"Кольцо бандерольное номинал 1 доллар, 500 штук в упаковке";;30-0981
6886;"Принадлежности для касс и торговли|Упаковка для денег|Кольца бандерольные
Принадлежности для касс и торговли";"Кольцо бандерольное номинал 10 долларов, 500 штук в упаковке";;30-0982
6887;"Принадлежности для касс и торговли|Упаковка для денег|Кольца бандерольные
Принадлежности для касс и торговли";"Кольцо бандерольное номинал 100 долларов, 500 штук в упаковке";;30-0983
6888;"Принадлежности для касс и торговли|Упаковка для денег|Кольца бандерольные
Принадлежности для касс и торговли";"Кольцо бандерольное номинал 2 доллара, 500 штук в упаковке";;30-0984
6889;"Принадлежности для касс и торговли|Упаковка для денег|Кольца бандерольные
Принадлежности для касс и торговли";"Кольцо бандерольное номинал 20 долларов, 500 штук в упаковке";;30-0985
6890;"Принадлежности для касс и торговли|Упаковка для денег|Кольца бандерольные
Принадлежности для касс и торговли";"Кольцо бандерольное номинал 5 долларов, 500 штук в упаковке";;30-0986
6891;"Принадлежности для касс и торговли|Вакуумные и сейф- пакеты
Принадлежности для касс и торговли";"Сейф-пакет Стандарт 205x295/6";;30-0989
6892;"Принадлежности для касс и торговли|Вакуумные и сейф- пакеты
Принадлежности для касс и торговли";"Сейф-пакет Банк-пакет №2 205x295+45к/6";;30-0990
6893;"Принадлежности для касс и торговли|Вакуумные и сейф- пакеты
Принадлежности для касс и торговли";"Сейф-пакет Стандарт 296x400+45к/6";;30-0992
6894;"Принадлежности для касс и торговли|Вакуумные и сейф- пакеты
Принадлежности для касс и торговли";"Сейф-пакет Стандарт 438x575+50к/8";;30-0993
6895;"Принадлежности для касс и торговли|Вакуумные и сейф- пакеты
Принадлежности для касс и торговли";"Сейф-пакет Стандарт 562x695+45к/8";;30-0994
6896;"Принадлежности для касс и торговли|Упаковка для денег|Ленты бандерольные
Принадлежности для касс и торговли";"Лента бандерольная листовая, без номинала, 2000 штук в упаковке";;30-1001
6897;"Принадлежности для касс и торговли|Маркировочная продукция|Игловые пистолеты и расходные материалы
Принадлежности для касс и торговли";"Игловой пистолет МТХ 0,5 с тонкой иглой F";;30-1008
6898;"Принадлежности для касс и торговли|Маркировочная продукция|Игловые пистолеты и расходные материалы
Принадлежности для касс и торговли";"Игловой пистолет МТХ 0,5 со стандартной иглой R";;30-1009
6899;"Принадлежности для касс и торговли|Маркировочная продукция|Игловые пистолеты и расходные материалы
Принадлежности для касс и торговли";"Соединитель пластиковый для ткани MTX 0,5 S/R для толстой иглы 5000 штук в упаковке";;30-1021
6900;"Принадлежности для касс и торговли|Маркировочная продукция|Игловые пистолеты и расходные материалы
Принадлежности для касс и торговли";"Соединитель пластиковый для ткани MTX 0,5 F для тонкой иглы 5000 штук в упаковке";;30-1022
6901;"Принадлежности для касс и торговли|Шкафы, пеналы для ключей
Принадлежности для касс и торговли";"Пенал для ключей 40х150 мм металл, в коробке 150 штук";;30-1029
6902;"Принадлежности для касс и торговли|Маркировочная продукция|Игловые пистолеты и расходные материалы
Принадлежности для касс и торговли";"Соединитель для ткани пластиковый петля Loop pin 150 мм 5000 штук в упаковке";;30-1033
6903;"Принадлежности для касс и торговли|Маркировочная продукция|Игловые пистолеты и расходные материалы
Принадлежности для касс и торговли";"Игла для иглового пистолета MTX-05F тонкая 5 штук в упаковке";;30-1035
6904;"Принадлежности для касс и торговли|Маркировочная продукция|Игловые пистолеты и расходные материалы
Принадлежности для касс и торговли";"Игла для иглового пистолета MTX-05R толстая 5 штук в упаковке";;30-1036
6905;"Принадлежности для касс и торговли|Упаковка для денег|Ленты бандерольные
Принадлежности для касс и торговли";"Лента бандерольная листовая, номинал 10 рублей, 40х700 мм, 2000 штук в упаковке";;30-1040
6906;"Принадлежности для касс и торговли|Упаковка для денег|Ленты бандерольные
Принадлежности для касс и торговли";"Лента бандерольная листовая, номинал 100 рублей, 40х700 мм, 2000 штук в упаковке";;30-1041
6907;"Принадлежности для касс и торговли|Упаковка для денег|Ленты бандерольные
Принадлежности для касс и торговли";"Лента бандерольная листовая, номинал 1000 рублей, 40х700 мм, 2000 штук в упаковке";;30-1042
6908;"Принадлежности для касс и торговли|Складская техника, тележки и комплектующие
Принадлежности для касс и торговли";"Платформенная тележка ТПТ (400 кг, 900x600 мм, колеса резина 160 мм)";;30-1048
6909;"Принадлежности для касс и торговли|Упаковка для денег|Ленты бандерольные
Принадлежности для касс и торговли";"Лента бандерольная листовая, номинал 200 рублей, 40х700 мм, 2000 штук в упаковке";;30-1080
6910;"Принадлежности для касс и торговли|Упаковка для денег|Ленты бандерольные
Принадлежности для касс и торговли";"Лента бандерольная листовая, номинал 2000 рублей, 40х700 мм, 2000 штук в упаковке";;30-1081
6911;"Принадлежности для касс и торговли|Упаковка для денег|Ленты бандерольные
Принадлежности для касс и торговли";"Лента бандерольная листовая, номинал 50 рублей, 40х700 мм, 2000 штук в упаковке";;30-1082
6912;"Принадлежности для касс и торговли|Упаковка для денег|Ленты бандерольные
Принадлежности для касс и торговли";"Лента бандерольная листовая, номинал 500 рублей, 40х700 мм, 2000 штук в упаковке";;30-1083
6913;"Принадлежности для касс и торговли|Упаковка для денег|Ленты бандерольные
Принадлежности для касс и торговли";"Лента бандерольная листовая, номинал 5000 рублей, 40х700 мм, 2000 штук в упаковке";;30-1084
6914;"Принадлежности для касс и торговли|Товары для опломбирования|Сургуч, пластилин для опечатывания
Принадлежности для касс и торговли";"Сургуч кусковой, желтый 1 кг";;30-1085
6915;"Принадлежности для касс и торговли|Инкасаторские сумки и мешки
Принадлежности для касс и торговли";"Баул инкасcаторский простой, брезентовый";;30-1091
6916;"Принадлежности для касс и торговли|Инкасаторские сумки и мешки
Принадлежности для касс и торговли";"Пакеты бумажные для монет, 1000 штук в упаковке";;30-1092
6917;"Принадлежности для касс и торговли|Инкасаторские сумки и мешки
Принадлежности для касс и торговли";"Мешок для мелочи, суровая бязь";;30-1093
6918;"Принадлежности для касс и торговли|Инкасаторские сумки и мешки
Принадлежности для касс и торговли";"Ярлык бязь для мешка для монет, 80х140 мм, 100 штук в упаковке";;30-1094
6919;"Принадлежности для касс и торговли|Вакуумные и сейф- пакеты
Принадлежности для касс и торговли";"Пакет для безвакуумной упаковки, 300х420 мм, 1000 штук в упаковке";;30-1096
6920;"Принадлежности для касс и торговли|Вакуумные и сейф- пакеты
Принадлежности для касс и торговли";"Пакеты для вакуумных упаковщиков банкнот, 300х420 мм, 1 шов, 85 микрон, 1000 штук в упаковке";;30-1097
6921;"Принадлежности для касс и торговли|Вакуумные и сейф- пакеты
Принадлежности для касс и торговли";"Пакеты для вакуумных упаковщиков банкнот, 300х420 мм, 1 шов, 85 микрон, 500 штук в упаковке";;30-1098
6922;"Принадлежности для касс и торговли|Вакуумные и сейф- пакеты
Принадлежности для касс и торговли";"Пакеты для вакуумных упаковщиков банкнот, 200х300 мм, 1 шов, 3 слоя, 1000 штук в упаковке";;30-1099
6923;"Принадлежности для касс и торговли|Сейфы и кэшбоксы
Принадлежности для касс и торговли";"Кассовый лоток М1, комбинированный, 6 отделений для банкнот и 7 для монет";;30-1104
6924;"Принадлежности для касс и торговли|Сейфы и кэшбоксы
Принадлежности для касс и торговли";"Кассовый лоток М3, комбинированный, 6 отделений для банкнот и 8 для монет";;30-1106
6925;"Принадлежности для касс и торговли|Сейфы и кэшбоксы
Принадлежности для касс и торговли";"Кассовый лоток М9 для монет";;30-1107
6926;"Принадлежности для касс и торговли|Инкасаторские сумки и мешки
Принадлежности для касс и торговли";"Мешок инкассаторский 60х100 см";;30-1109
6927;"Принадлежности для касс и торговли|Инкасаторские сумки и мешки
Принадлежности для касс и торговли";"Мешок инкассаторский 60х85 см";;30-1110
6928;"Принадлежности для касс и торговли|Инкасаторские сумки и мешки
Принадлежности для касс и торговли";"Сумка инкассаторская, брезент суровый, плотность 550 г/м, 600/850 мм * 1";;30-1113
6929;"Принадлежности для касс и торговли|Товары для опломбирования|Пломбы пластиковые
Принадлежности для касс и торговли";"Пломба специальная СилОК, номерная, хвост 350 мм, в упаковке 50 штук";;30-1115
6930;"Принадлежности для касс и торговли|Товары для опломбирования|Пломбы пластиковые
Принадлежности для касс и торговли";"Пломба роторная Ротор-1, в упаковке 100 штук";;30-1116
6931;"Принадлежности для касс и торговли|Товары для опломбирования|Пломбы пластиковые
Принадлежности для касс и торговли";"Пломба роторная Ротор-2, в упаковке 100 штук";;30-1117
6932;"Принадлежности для касс и торговли|Товары для опломбирования|Пломбы пластиковые
Принадлежности для касс и торговли";"Пломба роторная Ротор-3, в упаковке 100 штук";;30-1118
6933;"Принадлежности для касс и торговли|Товары для опломбирования|Пломбы пластиковые
Принадлежности для касс и торговли";"Металлическая номерная пломба-защелка, 100 штук в упаковке";;30-1119
6934;"Принадлежности для касс и торговли|Товары для опломбирования|Пломбы-наклейки
Принадлежности для касс и торговли";"Пломба наклейка, 12x35 мм, красная, 1000 штук в упаковке";;30-1121
6935;"Принадлежности для касс и торговли|Товары для опломбирования|Пломбы-наклейки
Принадлежности для касс и торговли";"Пломба наклейка, 20x100 мм, красная, 1000 штук в упаковке";;30-1123
6936;"Принадлежности для касс и торговли|Товары для опломбирования|Пломбы-наклейки
Принадлежности для касс и торговли";"Пломба наклейка, 100x25 мм, 1/2 перфорации, красная, 1000 штук в упаковке";;30-1124
6937;"Принадлежности для касс и торговли|Товары для опломбирования|Пломбы-наклейки
Принадлежности для касс и торговли";"Пломба наклейка, 60x20 мм, красная, 1000 штук в упаковке";;30-1125
